lakeid,sampledate,wtemp,o2,o2sat,cond,frlight,chlor.surf,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,sampledate.y,avsnow,totice,whiteice,blueice,iceduration,season,bv.datePlus1.x,bv.dateMinus1.x
TB,6/24/96,8.68,2.6,28.1,NA,0.1,80,146.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/11/96,9.66,2.01,22.85,NA,0.12,11.4,44.98,6.22,4.61,4.74,NA,3.81,4.25,21.32,21.72,2.43,NA,143,473.92,620.4,8.65,24.73,580.92,613.08,633.18,0,NA,NA,NA,NA,NA,NA,0.45,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,7/23/96,10.11,1.56,17.98,NA,0.1,3.7,15.09,9.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/6/96,10.42,1.81,20.83,NA,0.1,5.2,50.21,25.35,4.65,4.82,-3.43,4.45,4.92,23.17,22.59,2.71,NA,130.23,666.85,786.93,8.41,27.14,606.3,622.19,665.63,0.63,0.42,1.47,1.31,0.33,0.23,0.73,0.46,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,8/20/96,11.37,1.72,20.73,NA,0.1,6,60.11,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/4/96,12.25,1.64,20.39,NA,0.1,4.2,35.96,33.12,4.5,4.6,NA,2,1.46,24.13,23.81,2.69,NA,176.74,689.78,770.78,13.33,26.21,701.25,708.78,763.86,0.41,NA,NA,NA,NA,NA,NA,0.59,0.03,NA,0,0,0,0,NA,NA,NA,NA
TB,9/17/96,9.55,1.71,17.51,NA,0.09,0.6,38.37,13.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/3/96,8.24,2.84,27.11,NA,0.1,NA,75.71,93.65,4.7,4.93,NA,3.15,3.55,21.21,20.9,3.64,NA,266.43,655.14,696.42,15.16,25.33,569.93,575,682.96,0.32,NA,NA,NA,NA,NA,NA,0.81,0.08,NA,0,0,0,0,NA,NA,NA,NA
TB,10/17/96,7.9,3.77,35.13,NA,0.1,4.5,5.69,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/4/96,4.32,4.07,33.26,23,0.1,8.4,4.19,4.18,4.64,4.87,-15.54,3.08,3.47,21.82,21.53,7.97,NA,244.29,559.32,668.93,10.36,25.87,613.16,628.39,692.53,0.22,0.28,2.01,1.38,0.33,0.21,0.7,0.46,0.06,NA,0,0,0,0,NA,NA,NA,NA
TB,1/21/97,3.19,1.3,10.05,NA,NA,1.1,1.29,0.88,4.6,4.91,NA,3.5,3.49,22.27,22.33,14.78,NA,275.82,749.65,720.49,15.7,18.17,643.45,614.08,689.12,0,NA,NA,NA,NA,NA,NA,0.58,0.07,1/21/97,18.3,44,29,15,167,1,1/22/97,1/20/97
TB,2/18/97,2.85,1.01,7.67,23.7,NA,1.1,1.18,0.87,4.65,4.92,-6.44,2.46,2.59,21.14,21.02,8.14,NA,291.31,710.5,672.85,16.23,19.02,606.98,607.94,680.42,0,0.27,1.96,1.29,0.37,0.2,0.63,0.51,0.06,2/18/97,16.2,55,39,16,167,1,2/19/97,2/17/97
TB,3/24/97,2.75,0.55,4.18,NA,NA,0.9,1.03,1.5,4.7,5,NA,2.44,2.45,21.55,21.53,12.02,NA,324.9,599.25,599.98,49.79,51.68,644.37,650.57,719.95,0,NA,NA,NA,NA,NA,NA,0.48,0.07,3/24/97,24.4,57,57,0,167,1,3/25/97,3/23/97
TB,5/5/97,5.37,3.25,28.86,24.05,0.1,17.5,9.18,6.95,4.62,4.82,1.56,4.2,4.9,23.16,23.86,7.27,NA,399.29,873.43,996.87,21.62,39.77,768.73,636.51,802.55,0.36,0.27,1.48,1.43,0.39,0.21,0.66,0.38,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,5/20/97,5.41,2.71,24.19,NA,0.1,15.9,5.69,5.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/4/97,8.06,2.14,23.12,NA,0.1,3.2,5.11,6.4,4.58,4.77,NA,4.22,3.91,22.66,22.38,3.04,NA,400.51,727.44,782.1,21.24,29.68,647.73,558.28,557.96,0.52,NA,NA,NA,NA,NA,NA,0.43,0.05,NA,0,0,0,0,NA,NA,NA,NA
TB,6/19/97,8.04,1.49,15.87,NA,0.1,13.4,9.74,5.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/3/97,10.46,1.29,14.73,NA,0.12,10.9,14.71,0.07,4.58,4.82,NA,4.3,4.73,22.28,22.31,1.8,NA,293.51,521.66,520.48,16.76,23.45,571.72,498.55,556.74,0.19,NA,NA,NA,NA,NA,NA,0.38,0.05,NA,0,0,0,0,NA,NA,NA,NA
TB,7/16/97,10.44,2.06,23.07,NA,NA,1.3,1.76,12.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/28/97,10.68,1.21,13.79,NA,0.1,1.2,3.32,21.52,4.73,4.81,NA,2.63,3.49,21.2,20.91,1.08,NA,295.84,555.32,617.1,16.44,24.74,648.53,600.47,627.14,0.21,NA,NA,NA,NA,NA,NA,0.51,0.06,NA,0,0,0,0,NA,NA,NA,NA
TB,8/11/97,10.91,2.03,22.15,NA,NA,2.3,11.07,14.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/25/97,10.66,2.08,22.91,21.33,0.12,21.2,10.26,35.91,4.48,4.62,7.37,3.21,4.03,22.39,23.12,0.53,NA,472.64,626.2,745.26,21.21,34.94,560.58,510.01,611.78,0.46,0.33,1.46,1.27,0.39,0.23,0.7,0.39,0.06,NA,0,0,0,0,NA,NA,NA,NA
TB,9/10/97,10.47,2.29,24.91,NA,0.1,22.3,15.11,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/24/97,9.72,2.43,25.27,NA,0.1,25,20.19,50.01,4.62,4.71,NA,3.6,3.8,22.81,22.59,2.41,NA,333.06,584.9,739.45,26.66,49.27,668.47,660.97,519.52,1.17,NA,NA,NA,NA,NA,NA,0.42,0.05,NA,0,0,0,0,NA,NA,NA,NA
TB,10/8/97,9.73,3.51,35.63,NA,0.1,-0.4,7.94,29.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/21/97,7.13,3.79,33.9,NA,0.1,4.2,5.34,16.91,4.65,4.78,NA,3.73,4.2,22.19,21.95,1.24,NA,537.44,639.96,681.1,20.61,27.29,757.55,660.39,751.76,0.25,NA,NA,NA,NA,NA,NA,0.41,0.06,NA,0,0,0,0,NA,NA,NA,NA
TB,11/6/97,4.78,3.59,29.7,23.87,0.1,0.7,0.81,5.42,4.72,4.89,-20.23,4.16,4.38,23.69,23.37,4.3,NA,486.8,169.53,173.13,30.58,38.89,988.3,914.48,954.96,0.28,0.27,1.45,1.48,0.4,0.22,0.68,0.49,0.05,NA,0,0,0,0,NA,NA,NA,NA
TB,1/19/98,3.26,1.09,8.57,NA,1,2.6,1.13,0.54,4.65,4.99,NA,2.45,2.54,23.09,22.75,14.87,NA,407.64,817.45,772.92,35.94,31.9,863.01,868.57,907.49,0,NA,NA,NA,NA,NA,NA,0.53,0.08,1/19/98,24.4,21,6,15,148,1,1/20/98,1/18/98
TB,2/18/98,3.11,0.72,5.52,24.13,0.22,2.2,0.91,1.39,4.66,4.81,14.1,3.68,3.77,23.66,22.47,15.58,NA,358.76,774.7,751.35,51.46,54.05,903.44,907.44,935.33,0,0.27,1.45,1.66,0.42,0.21,0.68,0.48,0.08,2/18/98,2.5,39,22,17,148,1,2/19/98,2/17/98
TB,3/16/98,3.02,1.49,11.16,NA,0.39,74.3,13.45,5.99,4.65,4.93,NA,3.46,4.05,22.89,22.95,4.96,NA,346.95,934.61,981.39,27.96,43.48,904.58,789.72,870.45,0,NA,NA,NA,NA,NA,NA,0.54,0.07,3/16/98,6.5,34,21,13,148,1,3/17/98,3/15/98
TB,4/21/98,5.85,2.93,26.79,24.1,0.1,NA,NA,NA,4.61,4.89,17.46,3.56,4,22.27,22.36,4.25,NA,437.08,765.55,831.44,9.18,34.71,988.74,859.82,904.05,0.38,0.33,1.25,1.56,0.42,0.2,0.65,0.43,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,5/6/98,7.15,2.06,20.54,NA,0.09,6.4,3.8,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/20/98,9.19,1.75,19.71,NA,0.1,5,6.67,3.29,4.61,4.81,NA,3.86,4.05,21.48,21.42,1.33,NA,258.46,722.07,762.47,17.53,25.21,757.83,744.59,802.75,0.45,NA,NA,NA,NA,NA,NA,0.47,0.09,NA,0,0,0,0,NA,NA,NA,NA
TB,6/2/98,8.67,2.54,26.48,NA,0.1,5.7,3.88,7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/17/98,10.19,2.39,27.31,NA,0.1,4.5,9.03,6.13,4.54,4.71,NA,4.02,4.49,22.67,22.62,2.85,NA,306.01,752.44,830.22,24.26,32.7,810.97,817.29,946.47,0.54,NA,NA,NA,NA,NA,NA,0.47,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,7/1/98,10.72,1.9,22.2,NA,0.1,10.1,13.22,6.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/14/98,11.61,1.76,22.05,NA,0.11,4,23.03,8.89,4.77,4.97,NA,1.79,2.57,21.07,20.85,11.11,NA,279.23,611.7,681.83,16.05,22.54,715.77,754.17,861.04,0.39,NA,NA,NA,NA,NA,NA,0.42,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,7/27/98,11.35,1.94,23.47,NA,0.1,15.1,32.54,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/10/98,12.38,2.23,27.5,22.99,0.1,3.9,19.56,7.62,4.75,4.9,9.6,4.29,3.92,21.48,20.36,6.08,NA,304.59,693.14,768.66,23.43,32.28,803.74,871.18,993.62,0.53,0.3,1.08,1.44,0.39,0.21,0.69,0.48,0.08,NA,0,0,0,0,NA,NA,NA,NA
TB,8/27/98,12,2.1,24.72,NA,0.1,4.2,28.26,13.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/10/98,10.83,1.94,21.4,NA,0.1,69.2,69.69,9.43,4.78,5.05,NA,5.44,4.95,23.99,22.37,3.71,NA,269.22,677.49,791.66,18.85,33.49,888.06,911.68,1016.65,0.74,NA,NA,NA,NA,NA,NA,0.51,0.08,NA,0,0,0,0,NA,NA,NA,NA
TB,9/23/98,10.24,2.04,21.52,NA,0.09,90.4,53.14,11.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/6/98,8.97,3.38,32.82,NA,0.11,108.4,43.85,5.87,4.8,5.03,NA,5.21,5.93,21.66,23.09,4.5,NA,293.98,795.83,986.69,20.41,49.43,907.26,919.32,1261.6,1.01,NA,NA,NA,NA,NA,NA,0.51,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,10/19/98,7.74,3.81,35.12,NA,0.1,17.5,15.08,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/12/98,4,4.5,36.45,21,0.12,15.7,13.36,4.16,4.83,5.05,4.3,3.43,4.01,20.85,20.69,2,NA,208.54,635.51,701.22,10.45,27.26,614.55,632.68,770.5,0.51,0.43,1.45,1.42,0.4,0.19,0.71,0.44,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,1/22/99,2.9,1.77,13.85,NA,0.09,3.1,4.47,4.75,4.95,5.36,NA,2.26,2.79,20.41,20.36,11.99,NA,226.54,669.82,763.81,19.32,28.59,536.72,567.5,694.98,0,NA,NA,NA,NA,NA,NA,0.46,0.07,1/22/99,21.1,30,9,21,127,1,1/23/99,1/21/99
TB,2/24/99,2.57,0.22,1.69,21,1,0.5,2.17,3.48,4.98,5.42,20.53,1.5,2.02,20.36,20.34,11.99,NA,290.51,594.59,698.8,20.7,33.28,571.97,518.14,711.43,0,0.17,0.85,1.73,0.42,0.21,0.8,0.46,0.08,2/24/99,16.4,44,44,0,127,1,2/25/99,2/23/99
TB,3/23/99,2.4,0.2,1.55,NA,0.1,13.8,2.71,4.51,5.03,5.51,NA,3.52,4.1,20.85,20.71,6.27,NA,335.37,758.35,825.39,20.23,29.11,603.23,584.71,684.15,0,NA,NA,NA,NA,NA,0.46,0.08,NA,3/23/99,4.2,43,33,10,127,1,3/24/99,3/22/99
TB,5/6/99,6.59,2.9,28.75,22.64,0.1,55.1,14.52,5.66,4.9,5.19,11.93,1.96,2.59,18.51,18.45,2.97,NA,188.51,556.32,773.1,19.28,36.41,568.65,552.81,710.66,0,0.32,1.8,1.73,0.42,0.23,0.78,0.45,0.05,NA,0,0,0,0,NA,NA,NA,NA
TB,5/18/99,7.19,1.72,17.67,NA,0.1,20.3,14.78,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/3/99,8.69,2.49,27.39,NA,0.1,5.9,7.93,6.37,4.77,5,NA,3.88,4.3,21.17,21.15,3.47,NA,142.26,836.77,983.52,31.1,46.54,563.48,585.34,659.54,0,NA,NA,NA,NA,NA,NA,0.42,0.06,NA,0,0,0,0,NA,NA,NA,NA
TB,6/14/99,8.81,1.7,18.95,NA,0.1,7.8,44.52,8.17,4.78,4.98,NA,3.51,5.08,21.86,22.49,4.95,NA,143.69,573.24,882.2,14.3,44.25,576.07,783.99,866.02,0,NA,NA,NA,NA,NA,NA,0.4,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,7/1/99,9.65,2.14,25.09,NA,0.09,6.7,90.6,27.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/12/99,10.5,2.14,25.33,NA,0.1,4.9,100.61,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/26/99,12.16,1.94,25,NA,0.1,6.2,96.31,15.64,5.01,5.25,NA,3.48,4.01,19.74,19.54,2.73,NA,117.9,621.02,715.13,11.83,29.07,618.13,592.64,690,0,NA,NA,NA,NA,NA,NA,0.41,0.08,NA,0,0,0,0,NA,NA,NA,NA
TB,8/11/99,11.13,2.02,23.81,NA,0.17,11.9,55.04,10.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/26/99,11.44,1.67,19.74,19.03,0.1,10,47.92,13.16,4.95,5.22,38.9,3.58,4.29,21.93,21.71,5.13,NA,186.33,688.26,663,21.18,28.98,708.01,616.36,633.38,0,0.24,0.58,1.69,0.4,0.26,0.88,0.44,0.06,NA,0,0,0,0,NA,NA,NA,NA
TB,9/10/99,10.4,1.44,15.74,NA,0.11,67,71.4,16.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/20/99,9.51,2.8,28.5,NA,0.09,96,48.26,7.84,4.68,4.81,NA,3.32,3.75,23.58,23.35,7.63,NA,112.23,477.11,542.68,10.05,21.2,664.74,585.81,615.74,0,NA,NA,NA,NA,NA,NA,0.36,0.08,NA,0,0,0,0,NA,NA,NA,NA
TB,10/6/99,7.4,3.11,28.53,NA,0.09,10.2,8.42,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/21/99,6.34,3.5,30.52,NA,0.09,2.9,3.19,4.72,4.8,5.04,NA,3.81,4.27,22.56,22.49,6.95,NA,151.78,640.65,820.97,13.86,32.44,758.11,724.3,892.13,0,NA,NA,NA,NA,NA,NA,0.43,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,11/4/99,4.83,3.76,31.16,21,0.09,11,3.45,3.77,4.74,5.17,3.4,3.19,3.49,21.96,21.78,3.55,NA,93.95,631.2,680.81,9.28,20.96,704.06,684.35,732.69,0,0.34,1.61,1.66,0.43,0.21,0.81,0.46,0.09,NA,0,0,0,0,NA,NA,NA,NA
TB,1/27/00,3.16,1.84,14.43,NA,0.09,26.8,5.22,3.4,4.79,5.3,NA,3.94,4.21,23.42,23.1,5,NA,187.03,770.3,812,18.54,37.87,856.57,840.48,827,0,NA,NA,NA,NA,NA,NA,0.45,0.11,1/27/00,16.1,27,12,15,128,1,1/28/00,1/26/00
TB,2/21/00,3.01,0.99,7.68,21.26,1,1,0.33,2.77,4.83,5.34,22.3,1.75,2.25,20.31,19.95,5.81,NA,279.79,751.46,774.54,24.23,28.99,921.5,1212.45,1224.08,0,0.34,1.8,1.51,0.46,0.23,0.84,0.46,0.11,2/21/00,28.4,21,14,7,128,1,2/22/00,2/20/00
TB,4/6/00,4.21,3.3,26.86,21.68,0.09,34.2,18.83,3.52,4.82,5.11,3.15,1.77,2.64,21.66,20.94,3.49,NA,207.03,695.32,840.11,10.82,27.56,943.72,958.7,986.92,0.28,0.42,1.57,1.52,0.43,0.22,0.76,0.44,0.06,NA,0,0,0,0,NA,NA,NA,NA
TB,4/18/00,4.48,6.73,55.22,NA,0.09,46.7,40.14,5.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/4/00,6.43,7.59,67.26,NA,0.09,4.4,9.58,5.31,4.72,4.9,NA,1.31,1.76,22.51,22.11,4.07,NA,80.96,595.23,649.88,12.84,23.28,944.98,896.47,908.26,0.28,NA,NA,NA,NA,NA,NA,0.4,0.11,NA,0,0,0,0,NA,NA,NA,NA
TB,5/16/00,6.91,5.67,51.21,NA,0.09,31.5,22.46,9.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/3/00,7.72,3.2,29.62,NA,0.09,19.9,13.08,6.53,4.78,5.02,NA,2.09,2.78,22.27,22.57,6.82,NA,84.52,551.71,646.2,9.87,20.59,942.96,927.68,1014.52,0.13,NA,NA,NA,NA,NA,NA,0.4,0.08,NA,0,0,0,0,NA,NA,NA,NA
TB,6/13/00,9.1,4.1,42.28,NA,0.09,10.8,20.53,13.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/27/00,9.47,3.09,33.49,NA,0.09,5.2,17.62,4.97,4.66,5.01,NA,2.79,3.33,22.15,21.78,3.67,NA,201.18,659.25,753.83,11.7,24.39,921.63,874.07,844.37,0.65,NA,NA,NA,NA,NA,NA,0.4,0.06,NA,0,0,0,0,NA,NA,NA,NA
TB,7/12/00,10.55,2.89,33.3,NA,0.09,7.3,16.55,6.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/26/00,11.16,2.31,27.04,NA,0.09,7.7,28.3,8.75,4.69,4.91,NA,2.48,3.08,22.52,22.8,5.02,NA,98.48,524.72,622.57,7.46,16.57,758.2,761.15,817.75,0.76,NA,NA,NA,NA,NA,NA,0.4,0.05,NA,0,0,0,0,NA,NA,NA,NA
TB,8/10/00,11.39,0.83,9.77,NA,0.09,4.3,31.53,9.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/24/00,11.87,1.78,21.36,19.74,0.09,4,39.99,64.82,4.74,5.11,-2.27,4.06,4.43,22.9,22.8,3.11,NA,30.51,585.99,582.36,16.84,19.32,734.19,803.06,902.41,2.62,0.34,0.55,1.53,0.39,0.22,0.87,0.42,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,9/6/00,10.43,1.92,20.74,NA,0.09,23,67.78,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/21/00,10.18,1.93,20.19,NA,0.12,148.4,88.93,14.48,4.63,4.92,NA,4.09,5.04,23.25,24.76,4.67,NA,63.34,568.85,750.4,10.38,30.87,788.19,790.04,885.83,0.64,NA,NA,NA,NA,NA,NA,0.39,0.05,NA,0,0,0,0,NA,NA,NA,NA
TB,10/5/00,8.72,3.21,31.18,NA,0.09,21.9,12.14,11.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/18/00,7.41,3.03,27.37,NA,0.09,5.2,2.2,5.15,4.75,4.99,NA,3.81,4.25,23.7,23.56,3.06,NA,49.66,585.35,673.17,12.88,21.05,856.37,848.66,932.39,0.22,NA,NA,NA,NA,NA,NA,0.45,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,10/31/00,6.88,3.24,28.75,NA,0.1,45.2,8.89,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/15/00,4.7,4.4,36.23,20,0.36,9.5,10.35,3.3,4.82,5.04,-3.19,2.35,2.95,22.74,22.48,8.75,NA,141.25,697.4,853.23,15.59,30.19,878.46,870.7,884.62,0.35,0.33,1.26,1.56,0.43,0.23,0.87,0.4,0.08,NA,0,0,0,0,NA,NA,NA,NA
TB,1/24/01,3.06,0.21,1.64,NA,1.36,4.7,0.84,2.2,4.86,5.38,NA,3.87,4.16,23.46,23.44,7.67,NA,199.71,746.11,775.69,26.38,32.44,980.14,975.36,1025.93,0,NA,NA,NA,NA,NA,NA,0.51,0.07,1/24/01,13.5,23,9,14,150,1,1/25/01,1/23/01
TB,2/19/01,2.74,0.3,2.33,20.53,1.06,1.2,0.43,2.84,4.89,5.32,27.52,1.31,1.79,22.92,21.97,7.39,NA,464.86,797.3,814.48,29.45,36.7,1025.72,1008.43,1055.31,0,0.29,0.83,1.69,0.46,0.26,0.95,0.51,0.07,2/19/01,22.1,38,27,11,150,1,2/20/01,2/18/01
TB,4/3/01,2.56,0.52,3.97,NA,0.29,2.8,1.07,2.22,5.08,5.52,NA,4.73,4.75,25.05,25.58,31.22,NA,333.1,811.79,852.07,34.15,41.93,1119.72,1225.39,1213.9,0,NA,NA,NA,NA,NA,NA,0.54,0.09,4/3/01,3.9,47,39,8,150,1,4/4/01,4/2/01
TB,5/1/01,6.89,1.06,11.94,21.83,0.1,23.4,8.2,4.94,4.95,5.33,14.22,2.66,3.38,24.2,24.02,10.51,NA,227.93,674.11,857.54,22.41,40.97,1023.54,1018.09,1075.62,0.36,0.28,0.93,1.64,0.44,0.22,0.83,0.47,0.09,NA,0,0,0,0,NA,NA,NA,NA
TB,5/16/01,7.36,1.34,14.14,NA,0.09,26.9,12.72,6.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/30/01,8.58,1.38,15.73,NA,0.1,3.3,6.49,2.31,4.81,5.19,NA,4.42,4.6,24.46,24.27,5.26,NA,146.28,712.18,807.12,16.25,32.08,921.04,922.43,980.82,0.11,NA,NA,NA,NA,NA,NA,0.45,0.09,NA,0,0,0,0,NA,NA,NA,NA
TB,6/12/01,8.48,1.57,16.77,NA,0.1,20,21.66,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/25/01,10.22,1.98,22.24,NA,0.1,7,17.9,13.13,4.81,4.98,NA,3.48,4.26,24.35,24.9,6.47,NA,201.55,913.38,901.82,35.25,40.55,981.34,1018.81,1011.51,0.56,NA,NA,NA,NA,NA,NA,0.5,0.06,NA,0,0,0,0,NA,NA,NA,NA
